ID,Description,Entry_ID,Antonym,Comment,Grammar_Note,Metathesised_Form,Scientific_Name,Synonym,Usage
SN000851,hide (something) in a location,LX000147,,,The item hid is often but not always introduced by [medi](medi) 'take'. This indicates that the verb was probably originally intransitive.,,,,
SN000852,"go to, go into",mi-_-wai,,,,,,,
SN000853,"join in, fall in with an arrangement",mi-_-wari,,,,,,,
SN000854,"urinate out, wee out",mi-_-wit,,,,,,,
SN000855,sail,mialar,,,,,,,
SN000856,go up,-mid,,,,,,,
SN000857,go towards land (when at sea),-mid,,,,,,,
SN000858,"cough out, splutter out",midudung,,,,,,,
SN000859,"pull a little, tug",migi_mekeng,,,,,,,
SN000860,"release in(to), cast away in(to)",LX000148,,,"The location where the releasing takes place is the P of the verb, while the released referent is encoded in an oblique phrase with [medi](medi) 'take'.",,,,
SN000861,"look into, look through a hole in order to see (something)",miilel,,,,,,,
SN000862,bite into (of an animal),mikik,,,,,,,
SN000863,fart on,mikui,,,"Use of the agreement prefix for A here appears to be optional; with prefix, the A has reduced volition.",,,,
SN000864,"open little, lift a small way",milak,,,,,,,
SN000865,hang on,milakal,,,,,,,
SN000866,"chase off, run to scare away",milakal,,,,,,,
SN000867,mirror,milel,,,,,,,
SN000868,"comply, do as someone's says",milomu,,,,,,,
SN000869,"warm up, reheat (of food)",mimad,,,,,,,
SN000870,"clean out, clean by removing",mimedi,,,,,,,
SN000871,"vomit (something) out, eject (something) from the mouth",LX000149,,,,,,,
SN000872,disappear,minaung,,,,,,,
SN000873,"be not present, not extant",minaung,,,,minanu,,,
SN000874,"be located in, at",ming,,,,,,,
SN000875,tie around (something),mipas,,,,,,,
SN000876,"shake, hold (of hands)",LX000150,,,,,,,
SN000877,"inside, interior location",mira,,,,,,,
SN000878,"heart, feelings, seat of emotions",mira,,,,,,,
SN000879,"feel happy, be glad",LX000151,,,,,,,
SN000880,"sad, heavy-hearted",-mira_tur,,,,,,,
SN000881,swim in,misai,,,,,,,
SN000882,float in,miseli,,,,,,,
SN000883,"harbour at, in; be moored out at",miseli,,,,,,,
SN000884,store sharp object in,misuak,,,,,,,
SN000885,"more sad, experience further hardship or difficulties",misus,,,,,,,
SN000886,"sit, be in a sitting posture",-mit,,,,,,,
SN000887,"exist, be there (for inanimates and insects that have a squat shape)",-mit,,,,,,,
SN000888,"replant, plant again",mita,,,,,,,
SN000889,"pierce into, stick in",mita,,,,,,,
SN000890,fall into (a location),mitaing,,,,,,,
SN000891,meet with,mitaiteng,,,,,,,
SN000892,"attain, reach (a location)",mitaiteng,,,,,,,
SN000893,"by mistake, accidentally",LX000152,,,,,,,
SN000894,"morning before dawn, time of dawn before the rays of the sun can be seen",miwudingle,,,,,,,
SN000895,level elevational enclitic attaching to the end of a clause,LX000153,,,,,,,
SN000896,"fall over, be scuttled",mod,,,,,,,
SN000897,"throw out, discard",LX000154,,,,,,,
SN000898,"cast, throw out",LX000154,,,,,,,
SN000899,"put down, leave behind",LX000154,,,,,,,
SN000900,shoulders,-moi_-barang,,,,,,,
SN000901,deaf,moku,,,"In this sense, only used with [-weri](-weri) 'ear' as the subject.",,,,
SN000902,stupid,moku,,,,,,,
SN000903,lazy and stupid,LX000155,,,,,,,
SN000904,"level elevational, used in final position",mona,,,,,,,
SN000905,"level elevational, used in non-final position, typically preverbal",mong,,,,,,,
SN000906,"distal level elevational, used in final position",mono,,,,,,,
SN000907,"sarong, garment consisting of a long piece of cloth worn wrapped round the body and tucked at the waist",moring,,,,,,,
SN000908,"bow, weapon for shooting arrows",mos,,,,,,,
SN000909,"help, assist (someone)",-mosi,,,,,,,
SN000910,"lower part, below, beneath",motumo,,,,,,,
SN000911,"lemon, sour citrus fruit",mud,,,,,,,
SN000912,"body hair (of a person), feather (of a bird), fur (of an animal)",mudi,,,,,,,
SN000913,"smell, emit a smell",muing,,,,,,,
SN000914,"stink, smell bad",muing,,,,muni,,,
SN000915,"nose, snout",-muing,,,,,,,
SN000916,"smell acrid, very stinking smell (particularly of rotting flesh)",LX000156,,,,,,,
SN000917,"ambarella, jew plum; with edible fruit containing a fibrous pit.",mukuing,,,,,Spondias dulcis ; Spondias cytherea,,
SN000918,"face, countenance",-mula,,,,,,,
SN000919,"steel, hard like steel",mumul,,,,,,,
SN000920,snake (generic),mun,,,,,,,
SN000921,freshwater eel,muner,,,,,,,
SN000922,"fragrant, nice-smelling",munim,,,,,,,
SN000923,"run, move fast",-mur,,,,,,,
SN000924,"flee, run away",-mur,,,,,,,
SN000925,debt,muri,,,,,,,
SN000926,debts,LX000157,,,,,,,
SN000927,"suffer a loss, bankrut",murik,,,,,,,
SN000928,"loss, the fact or process of losing (something/someone)",LX000158,,,,,,,
SN000929,"kiss, place one's nose on another in a gesture of greeting or affection",-mus,,,,,,,
SN000930,turn one's back,LX000159,,,,,,,
SN000931,"dive, descend down under water",-mut,,,,,,,
SN000932,"torch, firebrand",muti,,,,,,,
SN000933,"smart, clever, intelligent",LX000160,,,,,,,
SN000934,"shine, flash; emit bright light",LX000161,,,,,,,
SN000935,"(of fire) flare, flame",LX000161,,,,,,,
SN000936,"(of electricity, lamp, light) burn, be on",LX000161,,,,,,,
SN000937,tomorrow,LX000162,,,,,,,
SN000938,"open eyes, look with wide eyes,",LX000163,,,,,,,
SN000939,"plant by burying a cutting from a plant or tuber in the ground (i.e., not with seeds)",LX000164,,,,,,,
SN000940,"hurt, painful injured in only part of one's body, such as a wound on the hand or leg",LX000165,,,,,,,
SN000941,hospital,LX000166,,,,,,,
SN000942,"burp, belch",LX000167,,,,,,,
SN000943,"stutter, talk with involuntary repetition of sounds",LX000167,,,,,,,
SN000944,"bat, fruitbat, flying fox",LX000168,,,,,,,
SN000945,"suck up (a liquid), suckle a breast",LX000169,,,,,,,
SN000946,"smoke, suck in cigarette smoke",LX000169,,,,mudil,,,
SN000947,"bitter, salty",LX000170,,,,,,,
SN000948,poison,LX000171,,,,,,,
SN000949,bedbug,LX000172,,,,,Cimex spp.,,
SN000950,"store, put (things) away",LX000173,,,,,,,
SN000951,"mute, not speaking",LX000174,,,,,,,
SN000952,"ambarella, June plum; tree species",LX000175,,,,,Spondias dulcis,,
SN000953,sleepy,LX000176,,,Only used with [-nir](-nir) 'eye' as the subject.,,,,
SN000954,"acidic, tart, harsh tasting",LX000177,,,,,,,
SN000955,slave,LX000178,,,,,,,
SN000956,"insult, condemn and curse the name of",LX000179,,,,,,,
SN000957,"smell bad, stink, be rotten",LX000180,,,,,,,
SN000958,"stench, stink",LX000181,,,,,,,
SN000959,earring,LX000182,,,,,,,
SN000960,night,LX000183,,,,,,,
SN000961,yesterday,LX000184,,,,,,,
SN000962,"tasty, delicious, good-tasting",LX000185,,,,,,,
SN000963,"withered, shrivelled, limp (of plants, leaves)",LX000186,,,,,,,
SN000964,"weak, shrunken or wrinkled from age (of a person)",LX000186,,,,mèloni,,,
SN000965,arrogant,LX000187,,,,,,,
SN000966,shark,LX000188,,,,,,,
SN000967,"not want, not like",LX000189,,,This verb can take a complement clause expressing the undesired action.,-mèlois,,,
SN000968,banana,LX000190,,,,,Musa spp.,,
SN000969,"village, settlement",LX000191,,,,,,,
SN000970,"dew, droplets of water that form on cool surfaces at night,",LX000192,,,,,,,
SN000971,sea cucumber,LX000193,,,,,,,
SN000972,"Manet people, name of group of people and their language spoken in central Alor, eastern-most group of the 'Kamang' varieties spoken in the highlands above Mademang",LX000194,,,,,,,
SN000973,"thin, lacking thickness",LX000195,,,,,,,
SN000974,"want, like, desire",LX000196,,,,,,,
SN000975,"ripe, yellowed (of fruits that are yellow-orange in colour)",LX000197,,,,,,,
SN000976,white,LX000198,,,,,,,
SN000977,small,LX000199,,,,,,,
SN000978,very small,LX000200,,,,,,,
SN000979,"provisions, food that prepared and used for the purposes of a journey",LX000201,,,,,,,
SN000980,New Guinea Rosewood,LX000202,,,,,Pterocarpus indicus,,
SN000981,"1st person singular prefix of the ""first"" (I) agreement series on verbs",n-,,,,,,,
SN000982,1st person singular prefix for possessors of inalienably possessed nouns,n-,,,,,,,
SN000983,"1st person singular prefix of the ""third"" (III) agreement series on verbs",na-,,,This prefix series is mostly found on verbs marked with [le-](le-).,,,,
SN000984,fossilized transitiving prefix that itself licences prefixes of the first agreement series,LX000203,,,Only known to appear on two verbs.,,,,
SN000985,"so, and for this reason; clause-final conjunction denoting that the clause it marks the reason for which the event in following clause happens",LX000204,,,,,,,
SN000986,1st person singular oblique pronoun,nadi,,,,,,,
SN000987,"1st person singular prefix of the ""fourth"" (IV) agreement series",nai-,,,,,,,
SN000988,eat,-nai,,,,,,,
SN000989,drink,-nai,,,,,,,
SN000990,inhale cigarette smoke,-nai,,,,,,,
SN000991,"eat well, eat and drink with pleasure",-nai_-pasi,,,,,,,
SN000992,1st person singular topic pronoun,naida,,,,,,,
SN000993,"associative plural marker; used following a noun X, usually a person's name or a kin term",naing,,,,,,,
SN000994,"have, possess, be in possession of",-naing,,,,,,,
SN000995,"in the past, previously",nakar,,,,,,,
SN000996,"old, belonging to the past, former (of things)",LX000205,,,,,,,
SN000997,"great-grandchild, great-grandparent",-nakar,,,,,,,
SN000998,"thing, something",nal,,,,,,,
SN000999,"things, stuff",nal-nal,,,"While [nanal](nanal) can be possessed, [nal-nal](nal-nal) cannot be.",,,,
SN001000,what,nalte,,,,,,,
SN001001,"possession, item that may belong to someone",nanal,,,"Historically, this looks like a partially reduplicated form fv|{*na~nal}. Synchronically, however, partial reduplication is not in evidence in Wersing. Nanal can be possessed, [nal-nal](nal-nal) cannot be.",,,,
SN001002,"older sibling, may be male or female",-nang,,,,,,,
SN001003,"pay one's respects to (someone), honour (someone)",-natabe,,,,,,,
SN001004,"inform, let know",-natutuk,,,The P coindexed by the agreement prefix refers to the recipient of the information.,,,,
SN001005,"no, negative interjection",nau,,,,,,,
SN001006,not; post-predicate clausal negator,naung,,,,nanu,,,
SN001007,1st person singular for possessors of alienably and obligatory possessed nouns,ne-,,,,,,,
SN001008,"1st person singular prefix of the ""second"" (II) agreement series on verbs",ne-,,,Only a small number of verbs take this series.,,,,
SN001009,"I independently (of anyone else, not connected with anyone else); 1st person singular independent pronoun",nenal,,,,,,,
SN001010,1st person singular agentive pronoun,neta,,,,,,,"Agentive pronouns are also used in potentive contexts, that is, where the referent has the ability or intention to perform an action."
SN001011,1st person singular focus pronoun,newe,,,,,,,
SN001012,mine; 1st person singular possessive pronoun,neweng,,,,,,,
SN001013,head hair,-ninbat,,,,,,,
SN001014,eye,-nir,,,,,,,
SN001015,"eye, eyeball",-nir_iko,,,,,,,
SN001016,tear,-nir_ira,,,,,,,
SN001017,"living, alive",-nir_kang,,,,,,,
SN001018,grave,-nirupur,,,,,,,
SN001019,one (used by itself or in the formation of numerals),no,,,,,,,
SN001020,"a(n), non-specific article",no,,,No can combine with the definite article [ba](LX000016).,,,,
SN001021,"a collection, group of (a certain number)",no,,,This sense is found following a numeral other than one.,,,,
SN001022,"friend, mate, buddy",-nong,,,,,,,
SN001023,"master, owner",-nor,,,"With an animate possessum, a prefix of the second agreement must be used; with an inanimate possessum the prefix is optional. As a obligatorily possessed noun, some form of possessor must be expressed with this noun.",,,,
SN001024,"me too, also; 1st person singular additive pronoun",LX000206,,,,,,,
SN001025,"I alone, me by myself (without companion); 1st person singular alone pronoun",LX000207,,,,,,,
SN001026,"1st person plural exclusive prefix of the ""first"" (I) agreement series on verbs",ny-,,,,,,,
SN001027,1st person plural exclusive for possessors of inalienably possessed nouns,ny-,,,,,,,
SN001028,"1st person plural exclusive prefix of the ""third"" (III) agreement series on verbs",nya-,,,This prefix series is mostly found on verbs marked with [le-](le-).,,,,
SN001029,1st person plural oblique exclusive oblique pronoun,nyadi,,,,,,,
SN001030,"1st person plural exclusive pronoun, short form of [nyaida](nyaida) used before [deing](LX000028)",nyai,,,,,,,
SN001031,"1st person plural exclusive prefix of the ""fourth"" (IV) agreement series",nyai-,,,,,,,
SN001032,1st person plural exclusive topic pronoun,nyaida,,,,,,,
SN001033,"numeral classifier for humans, 1st person exclusive plural inflection",nyaning,,,,,,,
SN001034,the complete group of us; 1st person plural exclusive group pronoun,nyawi,,,,,,,
SN001035,1st person plural exclusive for possessors of alienably and obligatory possessed nouns,nye-,,,,,,,
SN001036,"1st person plural exclusive prefix of the ""second"" (II) agreement series on verbs",nye-,,,,,,,
SN001037,"we independently (of anyone else, not connected with anyone else); 1st person plural exclusive independent pronoun",nyenal,,,,,,,
SN001038,1st person plural exclusive agentive pronoun,nyeta,,,,,,,"Agentive pronouns are also used in potentive contexts, that is, where the referent has the ability or intention to perform an action."
SN001039,1st person plural exclusive focus pronoun,nyewe,,,,,,,
SN001040,mine; 1st person plural exclusive possessive pronoun,nyeweng,,,,,,,
SN001041,"us too, also; 1st person plural exclusive additive pronoun",LX000208,,,,,,,
SN001042,"we, us together; 1st person plural exclusive ""together"" pronoun",LX000209,,,,,,,
SN001043,"we, us all; 1st person plural exclusive all pronoun",LX000210,,,,,,,
SN001044,"we alone, us by ourselves (without companion); 1st person plural exclusive pronoun",LX000211,,,,,,,
SN001045,we two; 1st dual person exclusive pronoun,LX000212,,,,,,,
SN001046,proximal deictic prefix that appears on items used in locative and spatial reference,o-,,,,,,,
SN001047,"beard, growth of hair on the chin of a man's face",-oam_kiling,,,,,,,
SN001048,this; proximal demonstrative contrasting with [aba](aba).,oba,,,,,,,
SN001049,here emphatic; proximal marked clause final particle contrasting with [abo](abo),obo,,,,,,,
SN001050,"just this, only this; restrictive proximal demonstrative pronoun",okida,,,,,,,
SN001051,"plane, large flat or level area, typically found inland",LX000213,,,,,,,
SN001052,"child (generic, non-kin)",ol,,,,,,,
SN001053,"child (kin, relative of possessor)",-ol,,,,,,,
SN001054,vocative for calling to people of roughly equal status (may be older or younger),ol_ba,,,,,,,
SN001055,adopted child,ol_bali,,,,,,,
SN001056,miscarry a pregnancy,ol_-leuli,,,The prefix on the verb coindexes the person who experiences the miscarriage.,,,,
SN001057,"womb, uterus",ol_leweng,,,,,,,
SN001058,"child, kid; used to refer to any child",ol_pok,,,,,,,
SN001059,"infant, baby, small child",ol_puler,,,,,,,
SN001060,grandchild; term used to clarify which generation is being refered to with the reciprocal kin term [tamu](tamu).,ol_tamu,,,,,,,
SN001061,"little people, person belonging to a race of short people who in myth were once believed to be present in Alor",ol_tuk-tuk,,,,,,,
SN001062,(fig.) frog species that sometimes is seen standing on its back legs making it look like a person from the short race,ol_tuk-tuk,,,,,,,
SN001063,"junior, relative who is younger than ego",olik,,,,,,,
SN001064,"here, non-final form of proximal locative demonstrative",omi,,,,,,,
SN001065,"here, final form of proximal locative demonstrative",oming,,,,,,,
SN001066,"just that, only this; restrictive proximal demonstrative pronoun",opokida,,,,,,,
SN001067,lime,or,,,,,,,
SN001068,lime container,or_kor,,,,,,,
SN001069,"shadow, area of shade",-ormang,,,,,,,
SN001070,"soul, spirit, ghost of an ancestor",-ormang,,,,,,,
SN001071,"dream, have dreams",-ornai,,,,,,,
SN001072,"car, automobile",oto,,,,,,,
SN001073,what's this? why this?; proximal marked interogative,otrona,,,,,,,
SN001074,"storage house, granary",ou,,,,,,,
SN001075,"again, another time, any more",pa,,,,,,,
SN001076,father,-pa,,,,,,,
SN001077,"uncle, younger sibling of one's parent",-pa_olik,,,,,,,
SN001078,"castor bean, castor oil plant",padung,,,,,Ricinus communis,,
SN001079,"make, manufacture (something)",-pai,,,,,,,
SN001080,cause (someone) to do (something); causative serial verb,-pai,,,"In causative serialisation, only the 3rd person inflection of [-pai](-pai) ‘make’; it is followed by an intransitive verb denoting the caused situation. The causer is encoded as the A of [-pai](-pai). The causee is encoded as the S of the following verb.",,,,
SN001081,used to mean when you add words or reclarify what you say in order to make it clear or complete.,LX000214,,,,,,,
SN001082,uncle who is older than one's parent,-paidem,,,,,,,
SN001083,"blunt, not sharp",pak,,,,,,,
SN001084,"cracked, split",pakar,,,,,,,
SN001085,"be dressed up, dress in smart or formal clothes",paki_medi,,,Compound verb with [medi](medi) 'take'.,,,,
SN001086,"cross, crossbeam",pali_bong,,,,,,,
SN001087,"thus, in this way, be like this",pang,,,,,,,
SN001088,"so, sentence connector, occurs at beginning of clause referring back to previous clause",pang,,,,,,,
SN001089,"be dead, die",-pang,,,,,,,
SN001090,"perhaps, probably",pangmo,,No form pong mo.,,,,,
SN001091,"but, used clause-intially to introduce a clause",pangpo,,,,,,,
SN001092,"while, at the same time; used clause-intially to introduce a simulataneous clause",pangsa,,,,,,,
SN001093,"so that, in order that; used clause-intially to introduce a purpose clause",pangsi,,,,,,,
SN001094,"then, next; used clause-intially to introduce a clause occurring subsequent to first clause",pangte,,,,,,,
SN001095,"Pantar, name of island west of Alor",Pantar,,,,,,,
SN001096,mother's younger brother,-par,,,,,,,
SN001097,"tie in order to hold fast, fix (something to another thing)",pas,,,,,,,
SN001098,"tie together, bundle (of several disperate strands, items etc.) so they don't go all over the place",LX000215,,,,,,,
SN001099,"whisper to (so.), speak softly to (so.)",-pasang,,,,,,,
SN001100,"bite, sting; use teeth or mouth to cut into",pasi,,,,,,,
SN001101,"eat, consume by eating",-pasi,,,,,,,
SN001102,"consume, eat",-pasi_-nai,,,,,,,
SN001103,"dregs, waste product; unusable or unwanted substance or material produced during or as a result of a process",pat,,,,,,,
SN001104,twist to make a rope,pating,,,,,,,
SN001105,wave (so.) down by making a hand signal,-pau,,,,,,,
SN001106,"surrender to, yield to, submit to",-pawei,,,,,,,
SN001107,pig,pei,,,,,,,
SN001108,"pig-dog; insult, used to swear at someone",pei_kutu,,,,,,,
SN001109,heel of foot,LX000216,,,,,,,
SN001110,"pig food, food given to a pig",pei_makang,,,,,,,
SN001111,"Peitoko, village on the south coast of Alor, west of Pureman.",Peitok,,,,,,,
SN001112,gecko,peko,,,,,,,
SN001113,scorpion,per_buk,,,,,,,
SN001114,"highest point (of sth.), mountain peak, top of a ridge",pes,,,,,,,
SN001115,"appear, come into sight",LX000217,,,,,,,
SN001116,cut up (so./sth.) into seperate pieces,-pesi,,,,,,,
SN001117,"fight, battle; slaughter, murder",-pesi_wesi,,,,,,,
SN001118,"big, large, having substantial size",pidesi,,,,,,,
SN001119,shop-bought plate,piking,,,,,,,
SN001120,moko drum type of low value,piku,,,,,,,
SN001121,"peel, remove the outer skin or shell",pilasi,,,,,,,
SN001122,mango,pis,,,,,Mangifera spp.,,
SN001123,but; clause-final conjunction denoting that the following clause is in contrast or impossible in relation to the previous one,LX000218,,,,,,,
SN001124,"broken, smashed",pod,,,,,,,
SN001125,"fold up, roll up",pod_awuli,,,,,,,
SN001126,"hit, strike",-poing,,,,,,,
SN001127,clap (of hands),-poing,,,,,,,
SN001128,"bash, give a hiding to (someone)",LX000219,,,,,,,
SN001129,little,pok,,,,,,,
SN001130,"a little, a bit, some",pok,,,,,,,
SN001131,axe,polong,,,,,,,
SN001132,"thus, in that way, be like that",pong,,,,,,,
SN001133,good,-posing,,,,,,,
SN001134,"pretty, beautiful, handsome",-posing,,,,,,,
SN001135,cloth used to cover the dead,poti,,,,,,,
SN001136,catepillar,poting,,,,,,,
SN001137,muddy,prekeng,,,,,,,
SN001138,mushy,prekeng,,,,,,,
SN001139,"corpse, dead body",pring,,,,,,,
SN001140,"be constipated, have an obstructed bowel such that one cannot defecate",pruak_mi-_-ket,,,,,,,
SN001141,cook in bamboo,pude,,,,,,,
SN001142,tree species that is used to make a kind of soap,pudung,,,,,,,
SN001143,"betel nut, areca nut",pui,,,,,Areca catechu,,
SN001144,crush betel,pui_bak,,,,,,,
SN001145,tool to crush betel nut and betel vine used by old people when their teeth are bad,pui_bok,,,,,,,
SN001146,box for betel nut and betel pepper,pui_bol,,,,,,,
SN001147,betel nut and betel vine,pui_mas,,,,,,,
SN001148,"tinea, fungal infection",puimunim,,,,,,,
SN001149,young (of a mango),puler,,,,,,,
SN001150,"infant, of a child in the first months of life",puler,,,,,,,
SN001151,prohibition hung on trees to stop people from stealing the fruits,puli,,,,,,,
SN001152,smoke,punak,,,,,,,
SN001153,"(material) floating through the air, made airborne (e.g., by wind)",punak,,,Only used as the second element in NN compounds.,,,,
SN001154,"sweat, be sweaty",puner,,,,,,,
SN001155,garden,pur,,,,,,,
SN001156,"arena, cleared field that can be used as a place for lego-lego dancing",LX000220,,,,,,,
SN001157,orchard for trees of betel nut and coconut,pur_mamar,,,,,,,
SN001158,person from Pureman,Purasi,,,,,,,
SN001159,"Pureman, Wersing village on the south coast of Alor",Pureman,,,,,,,
SN001160,close (of eyes),put,,,,,,,
SN001161,"pray, say prayers",LX000221,,,,,,,
SN001162,"church, building",put_sob,,,,,,,
SN001163,"large, spacious (of open spaces such as gardens)",LX000222,,,,,,,
SN001164,machete,LX000223,,,,,,,
SN001165,"a little bit, a pinch of (something)",LX000224,,,,,,,
SN001166,"pinch, grip between finger and thumb",LX000225,,,,,,,
SN001167,"very little bit, small amount",LX000226,,,,,,,
SN001168,"old, possessed or used for a long time (of inanimate)",LX000227,,,,,,,
SN001169,"long time, of long duration",LX000228,,,,,,,
SN001170,"burst, pop (of sore, blister) ; swollen and not able to be popped",LX000229,,,,,,,
SN001171,be packed close together,LX000230,,,,,,,
SN001172,sharp,LX000231,,,,,,,
SN001173,taro,LX000232,,,,,Colocasia esculenta,,
SN001174,"exhausted from, tired out from organizing other people (chiefly looking after children)",LX000233,,,,,,,
SN001175,necklace made out of seeds,LX000234,,,,,,,
SN001176,"tree species used in the making of bark cloth, also used for the bark cloth itself",LX000235,,,,,,,
SN001177,"spout, splurt out of a pipe or similar (not leaking)",LX000236,,,,,,,
SN001178,"ring, jewellery on the finger",LX000237,,,,,,,
SN001179,shortly,LX000238,,,,,,,
SN001180,"maize, corn",LX000239,,,,,Zea mays,,
SN001181,stone on which maize is ground up,LX000240,,,,,,,
SN001182,cooked corn,LX000241,,,,,,,
SN001183,cooked rice,LX000241,,,,,,,
SN001184,"banana flower, banana heart",LX000242,,,,,,,
SN001185,"rough, not smooth",LX000243,,,,,,,
SN001186,boiled corn,LX000244,,,,,,,
SN001187,thousand,ribu,,,,,,,
SN001188,monitor lizard,roti,,,,,,,
SN001189,"if, in the event that; clause-final conjunction marking a conditional clause on the condition or supposition that",LX000245,,,,,,,
SN001190,"on the occasion of, at the time of; optionally used on temporal nouns/adverbs to denote the time at which the event denoted by the clause takes place",LX000245,,,,,,,
SN001191,swim,sai,,,,,,,
SN001192,"shoe, footwear",sakalak,,,,,,,
SN001193,dance in a particular style performed by men,sakalela,,,,,,,
SN001194,"cloud near the ground, mist, fog, especially in the mountains or at sea",sakpul,,,,,,,
SN001195,"elder, senior",saku,,,,sauk,,,
SN001196,"leader, important person",saku_idem,,,,,,,
SN001197,pole on which one carries something,sal,,,,,,,
SN001198,"tin, metal sheeting for roofing",salak,,,,,,,
SN001199,lung,-salar,,,,,,,
SN001200,"mudslide, erosion caused by rains",sali_wekel,,,,,,,
SN001201,"flag, banner",saliat,,,,,,,
SN001202,citrus,samarai,,,,,,,
SN001203,"waist, middle part of the body between the chest and hips",-sap,,,,,,,
SN001204,"cow, bovid",sapi,,,,,,,
SN001205,"belt, holder tied around waist",sapikang,,,,,,,
SN001206,"dugong, seacow",sari,,,,,Dugong dugon,,
SN001207,"Sawila, name of people and language in eastern Alor",Sawila,,,,,,,
SN001208,"chicken, domestic fowl",se,,,,,,,
SN001209,"wear, put on a garment on the lower part of the body (around the waist)",LX000246,,,,,,,
SN001210,"birds, different sorts of birds",se_adol,,,,,,,
SN001211,"rag, piece of cloth",sebeng,,,,,,,
SN001212,chicken,sekok,,,,,,,
SN001213,float,seli,,,,,,,
SN001214,"moor, harbour near the beach",seli,,,,,,,
SN001215,"float, drift",seli_lakal,,,,,,,
SN001216,"safe, peaceful",seli_molong,,,,,,,
SN001217,"transport, convey",semel,,,,,,,
SN001218,"seagull, kind of sea bird",semreki,,,,,,,
SN001219,"money, cash",seng,,,,,,,
SN001220,"adolescent, child above the age of 10, but not yet an adult",seper,,,,,,,
SN001221,"dry, dried up (of items/places, particularly bodies of water, which are supposed to be wet",ser,,,,,,,
SN001222,coral fringe that occurs beyond the beach and is exposed at low tide,LX000247,,,,,,,
SN001223,"behaving badly, displaying anti-social behaviour",serapa,,,,,,,
SN001224,bone,seri,,,,,,,
SN001225,knee,-sesbuk,,,,,,,
SN001226,"shake, vibrate",-seser,,,,,,,
SN001227,"sharpen, grind (something) sharp",si,,,,,,,
SN001228,"so that, in order that, for the purpose of; clause-final conjunction marking an action producing an intended result or a cause producing an effect",LX000248,,,,,,,
SN001229,kind of basket with a lid,sibai,,,,,,,
SN001230,"drip inside, into the interior",sik,,,,,,,
SN001231,"tear, rip",sikek,,,,,,,
SN001232,"tear, rip",LX000249,,,,,,,
SN001233,"be half rotten, be whittled down, be eaten away (of fruit, tree)",sikeng,,,,,,,
SN001234,"type of ladder made out of [ek](ek) bamboo, tied to the base of a toddy palm and used to tap the alcohol",sikeri,,,,,,,
SN001235,school,sikol,,,,,,,
SN001236,attend school,LX000250,,,,,,,
SN001237,"danger, trouble, something likely to cause harm or injury",silak_malak,,,,,,,
SN001238,old garden that hasn't been used for one year or more,siler,,,,,,,
SN001239,"great-great-grandchild, great-great-grandparent",-silu,,,,,,,
SN001240,"grease, oil; any fatty substance from a plant or animal",sime,,,,,,,
SN001241,"Chinese, person of Chinese ethnicity",sin,,,,,,,
SN001242,shop,sin_sob,,,,,,,
SN001243,oily or fatty scum that floats to the top of water in cooking,sinenger,,,,,,,
SN001244,"descend, move downwards",-sir,,,,,,,
SN001245,be born,LX000251,,,,,,,
SN001246,"bear, give birth to",LX000252,,,,,,,
SN001247,"descendent, offspring",-sir_-mai,,,,,,,
SN001248,"get up, stand up",-sir_-tati,,,,,,,
SN001249,spoon,sire,,,,,,,
SN001250,work,sirwis,,,,,,,
SN001251,remains of houses where a settlement used to be,skam,,,,,,,
SN001252,"cradle, hug, hold in one's arms (of a child)",skau,,,,,,,
SN001253,arrow,ski,,,,,,,
SN001254,bow and arrow,ski_mos,,,,,,,
SN001255,"muslim, person of Islamic faith",slaing,,,,,,,
SN001256,"coral cliff, particular common on the South coast of Alor",slar,,,,,,,
SN001257,egg,soal,,,,,,,
SN001258,"house, building in which someone resides",sob,,,,,,,
SN001259,building where an activity takes place,sob,,,,,,,
SN001260,shady area beneath house,sob_gapa,,,,,,,
SN001261,"enter, come inside (a house)",sob_-mai,,,This is a compound verb with [sob](sob) 'house'.,,,,
SN001262,"all the houses in a village, the whole collection of houses that make up a village",LX000253,,,,,,,
SN001263,"order, give order to (someone)",-soi,,,,,,,
SN001264,"creep (of a vine, pumpkin)",sok,,,,,,,
SN001265,"sew, make a garment with needle and thread",sor,,,,,,,
SN001266,left,sorong,,,,,,,
SN001267,angry,-sorong,,,,,,,
SN001268,"get angry, go crazy",-sorong_-king,,,"This expression has an unexpected word order; as a noun, [-king](-king) would be expected to precede the verb [-sorong](-sorong).",,,,
SN001269,grass,sri,,,,,,,
SN001270,root,sriping,,,,,,,
SN001271,sword type,sruing,,,,suring,,,
SN001272,"stab, skewer with a knife or sharp object",suai,,,,,,,
SN001273,store sharp or dangerous object (such as knife) by sticking up high in the pleats of a woven wall,suak,,,,,,,
SN001274,"prawn, shrimp; small crustacean",LX000254,,,,,,,
SN001275,"messy, disorganized",sueri,,,,,,,
SN001276,"whistle, make a sound with lips",sui,,,,,,,
SN001277,rainbow,suka,,,,,,,
SN001278,octopus,LX000255,,,,,,,
SN001279,"ask, invite (someone) to participate (in something)",-sur,,,,,,,
SN001280,"sad, unhappy, be experiencing hardship or difficulties",sus,,,,,,,
SN001281,spear,susrai,,,,,,,
SN001282,"Sebudu, name of group of people in particular people from Langkuru through to Abui, i.e., the southern Kamang group",LX000256,,,,,,,
SN001283,"shoot, new sprouts",LX000257,,,,,,,
