ID,Language_ID,Primary_Text,Analyzed_Word,Gloss,Translated_Text,Meta_Language_ID,Comment,Sense_IDs
XV000564,kvw,Neta gèlaing gèwai gènai.,,,I urge him to come and eat.,,,SN000570
XV000565,kvw,laisong mèruk,,,"garlic, white onion",,,SN000571
XV000566,kvw,Saku poko lonceng gèteng mina lak.,,,The guy takes off the watch on his wrist.,,,SN000574
XV000567,kvw,Bong lak de wolar.,,,The tree leaves are still green.,,,SN000575 ; SN001538
XV000568,kvw,nèweri lak,,,my ear (referring to the external pinna of the ear),,,SN000576
XV000569,kvw,Seng lak weting geti.,,,There are five notes of money.,,,SN000576 ; SN001219
XV000570,kvw,Sèpir lakal yona.,,,There's a canoe floating over there.,,,SN000578
XV000571,kvw,Gaida lakal gèmai.,,,He is on the way.,,,SN000579
XV000572,kvw,"Lakal tèmaia, aningna gèning tèlam.",,,"We are on the way, the six of us.",,,SN000579
XV000573,kvw,Tea lalang pèdoto borong.,,,Our mother has been sick a long time.,,,SN000580 ; SN001169 ; SN001575
XV000574,kvw,api gèlalang,,,fish gill,,,SN000581
XV000575,kvw,Naida nailalangte neyok.,,,"When I was sick, I was shivering.",,,SN000582 ; SN000987 ; SN001008 ; SN001607
XV000576,kvw,Omi yèlali sèning.,,,Don't play here.,,,SN000583
XV000577,kvw,Sekok gelaling leboli.,,,The chicken's comb is wounded.,,,SN000584
XV000578,kvw,lang inipak,,,beach sand,,,SN000585
XV000579,kvw,Lantok ming ba wir borong.,,,It's really cold in Lantoka.,,,SN000586
XV000580,kvw,lapori bong,,,breadfruit tree,,,SN000587
XV000581,kvw,Eta lasu kang-kangte gèpai.,,,"Think carefully, before you do it.",,,SN000588
XV000582,kvw,wor lat,,,flat stone,,,SN000589
XV000583,kvw,nèteng lat,,,my palm,,,SN000590
XV000584,kvw,newak lat,,,my sole,,,SN000590
XV000585,kvw,Yel ba aning gèpai lèmang lat tèresite geti.,,,People worked on the road until it was completely flat.,,,SN000591
XV000586,kvw,"Nepa latal, naitulungte!",,,"Help me, lord father!",,,SN000592 ; SN001386
XV000587,kvw,Newaka boli ba latu.,,,My wounded foot has swollen up.,,,SN000593 ; SN001483
XV000588,kvw,Nèwai dum mingsi pei lau.,,,I went into the forest to hunt pigs.,,,SN000596
XV000589,kvw,Wota ayang letaing.,,,A coconut fell from above.,,,SN000598 ; SN000716
XV000590,kvw,Naida tèbaku ba nènaite ledudung.,,,"When I smoke these cigarettes, the result is that I cough.",,,SN000599 ; SN000637
XV000591,kvw,Arak es bèkar leyoku.,,,Divide the rice into two portions.,,,SN000601
XV000592,kvw,Aningkang gènaingle yong gèlol gèmita.,,,All the people are sitting down there and moving.,,,SN000602 ; SN001612
XV000593,kvw,Desa saku gewe lepringte ino aningkang legèlol.,,,"The village head came with a new idea, and now everyone is going along with it.",,,SN000604 ; SN000691
XV000594,kvw,"Gelomu poko no getia, neta lenèma.",,,I agree with what he said.,,,SN000605
XV000595,kvw,Nènai gèpai lenèmeina.,,,I eat until full.,,,SN000606
XV000596,kvw,Naida neya lenèmura.,,,I run from my mother.,,,SN000608
XV000597,kvw,"Naida neya galenèmur, pangte nepa gèlol nèwai.",,,I run from my mother and go follow my father.,,,SN000608
XV000598,kvw,Mèlul mèrek gènai legèning.,,,He ate ripe bananas until he was full.,,,SN000609 ; SN000975
XV000599,kvw,Nènai lèmang lenèning.,,,I ate until I was full.,,,SN000609
XV000600,kvw,Nea gai lenènusara.,,,My mother showed me.,,,SN000610
XV000601,kvw,Legèseser.,,,He was startled.,,,SN000611
XV000602,kvw,Durki yoku no bong ayang legètai.,,,There are two rats lying down in the tree.,,,SN000612
XV000603,kvw,Naida Markus lenèwamal kida.,,,I think only of Markus.,,,SN000614
XV000604,kvw,Naida galenèwamal.,,,I remember him.,,,SN000614
XV000605,kvw,Alegèwamal.,,,He thinks of you.,,,SN000614
XV000606,kvw,Ol poko getèkopo gea legèwelaka naung.,,,"The child is crying, but its mother does not pay any attention to it.",,,SN000615 ; SN001123
XV000607,kvw,Arakes pèdik no nea medi lenèyatu.,,,My mother leaves a little bit of rice out for me.,,,SN000617 ; SN001165
XV000608,kvw,Gèdeing ba lenèyepang.,,,I forgot his name.,,,SN000618
XV000609,kvw,Aida nèdeing ba leaepeng?,,,Have you already forgotten my name?,,,SN000618 ; SN000982
XV000610,kvw,Saku lèmi no saku mei no taleadu.,,,A man and a woman lean on one another.,,,SN000619
XV000611,kvw,Kutual ol pok deing lealoi.,,,The dog barks at the children.,,,SN000620
XV000612,kvw,Mèlenya learam deing gèdai gèmai.,,,Yesterday family members arrived from all over.,,,SN000621
XV000613,kvw,Saku deing gai wuditeng leato kana.,,,The elders have agreed on a time.,,,SN000622 ; SN001195 ; SN001563
XV000614,kvw,"HP newena, pangpo lomusa gewengte leayarang gètatia.",,,"It's my phone, but he claims it as his own.",,,SN000623 ; SN001012 ; SN001091
XV000615,kvw,Mèsing ser lebarang kana.,,,Food provisions have already accumulated to sufficiency.,,,SN000625 ; SN000979
XV000616,kvw,Neta Markus irami lebesi.,,,I splashed Markus in the water.,,,SN000626
XV000617,kvw,Ira medi lebesi.,,,Sprinkle the water around.,,,SN000626
XV000618,kvw,Mèdali saku deing ato amuni lebisar.,,,Tomorrow the elders will agree on a time.,,,SN000627 ; SN000937
XV000619,kvw,Naleboli.,,,I was without success.,,,SN000629
XV000620,kvw,Sobo ba aka medi lebèlebel.,,,The house is surrounded/circled with the fence.,,,SN000630
XV000621,kvw,Kèpe ba wor lebèlebel geti.,,,The rope is wrapped around the stone.,,,SN000630
XV000622,kvw,Nenang gèdaite neta galebèlet laite gea.,,,My older brother came so I served him then he went home.,,,SN000631
XV000623,kvw,Bong nèteng ledekeng.,,,The tree is crushing my hand.,,,SN000636
XV000624,kvw,Tènaing ledèra.,,,We all sing to each other.,,,SN000638
XV000625,kvw,Mas ba bong leer gèmida.,,,The betel vine crept up the tree.,,,SN000639
XV000626,kvw,Bong tuk mede ayang legeti.,,,A piece of wood is on the table top.,,,SN000641
XV000627,kvw,Nea nyalegèdara.,,,Our mother looked after us.,,,SN000642 ; SN001028
XV000628,kvw,Nenang sobo legèdara.,,,My older sibling looked afer the house.,,,SN000642
XV000629,kvw,Eta ada gèpai ira legèmitite.,,,"If you want to make a fire, load the water first.",,,SN000644 ; SN001079
XV000630,kvw,Neta sobo ba legèpai pèdesi.,,,I am extending the house to make it bigger.,,,SN000645
XV000631,kvw,Pei legètaing!,,,Shoot pigs!,,,SN000646
XV000632,kvw,Nalegètaing sèning!,,,Don't shoot me!,,,SN000646
XV000633,kvw,Neta gekang ba legèwari.,,,I returned his good deed.,,,SN000647
XV000634,kvw,Neta gèpoingte gai legèwari.,,,I hit him and he did the same (to me).,,,SN000647
XV000635,kvw,sobo lekat,,,dismantle the house,,,SN000648
XV000636,kvw,Neta mede ba ong mai kamar mingpo lekata.,,,"I want to take the table into the room, but it's packed.",,,SN000649
XV000637,kvw,Wudi anina lekatang gèpai tutung.,,,The sun shone on a person making him hot.,,,SN000650
XV000638,kvw,Neta aleko.,,,I cry for you.,,,SN000652
XV000639,kvw,Ol pok gea leko.,,,The child cries for its mother (who has already gone).,,,SN000652
XV000640,kvw,Ol pok gea galeko.,,,"The child cries for its mother (who is in the process of leaving, still visible to child).",,,SN000652
XV000641,kvw,Pei ba gewak gèlolol lekoi.,,,The pig is tied up by its legs.,,,SN000653 ; SN001484
XV000642,kvw,Gènai gèpasi ba newe lekonto.,,,I pay the cost of his food and drink.,,,SN000654
XV000643,kvw,Kusing gai api dali ba lekuma.,,,The ants swarm over the roasted fish.,,,SN000655
XV000644,kvw,Bong lak ba gèbarang lekur gètati.,,,The leaf grows on the branch.,,,SN000656
XV000645,kvw,Mei poka genibat lekuir tuk-tuk.,,,The girl kept combing her hair.,,,SN000657 ; SN001013 ; SN001384
XV000646,kvw,Mei poka genimbat lekuri.,,,The girl combed her hair.,,,SN000657
XV000647,kvw,Yèmaisi teta meda lekèwali tèmita.,,,Come and sit around the table.,,,SN000659
XV000648,kvw,Nyèmai lekèwali nyètatisi gèmur sèning.,,,We come and form a ring around (him) so that he can't run away.,,,SN000659
XV000649,kvw,Wota neta lel milakal lai.,,,I have hung a prohibition on the coconut tree.,,,SN000660
XV000650,kvw,mèlos lel,,,shark fin,,,SN000661 ; SN000966
XV000651,kvw,Neta gèdir gelel kidi pesa.,,,I saw its fin appear.,,,SN000661 ; SN001115
XV000652,kvw,Lela gèpaisi teta pèter ta.,,,Make a planting tool so that we can plant maize.,,,SN000662 ; SN001299
XV000653,kvw,Neta wota pur lelailol bèlebel lai.,,,I walk around and survey the coconut garden.,,,SN000663
XV000654,kvw,Neta lèle ba lelaka.,,,I opened the pot a little bit.,,,SN000664 ; SN000776
XV000655,kvw,Mèduku yoku no bong lelakal.,,,Two bats hang from the tree.,,,SN000665
XV000656,kvw,Genal no pok neta lelomrangpo neta lausa aning medi kana.,,,"I weigh up whether I could get one of his things, but I thought others would have already taken them.",,,SN000667
XV000657,kvw,Gai nalelèbur.,,,He lied to me.,,,SN000668
XV000658,kvw,Ol pok bubur lemam.,,,The child chews the porridge.,,,SN000671
XV000659,kvw,Pur ba sèri balte gea lemedi.,,,"The grass in the garden was getting too much, so his mother removed it.",,,SN000672 ; SN001269
XV000660,kvw,Neta HP ba Andreas galemedi.,,,I'll take the phone from Andreas.,,,SN000672
XV000661,kvw,Ol pok gemuri medi gepa lemoda.,,,The father has taken on the burden on his child's debts.,,,SN000674 ; SN000925
XV000662,kvw,Neta kèpa lemuing.,,,I can smell coffee.,,,SN000676
XV000663,kvw,Neta buku lemèkada.,,,I am reading a book.,,,SN000678
XV000664,kvw,"Durki gèpangte, gemèlasur ba lemèkor.",,,"A mouse is dead, and I vomit because of its stink.",,,SN000680 ; SN000958
XV000665,kvw,Ol pok milel medi gemula lemèmil gèko.,,,The child keeps looking at her own face in the mirror.,,,SN000681 ; SN000918
XV000666,kvw,Neta pei ba wesi gatok leng.,,,I shot at the pig and hit it in the stomach.,,,SN000684
XV000667,kvw,"Neta bong ba wesipo, mitèbel aileng.",,,"I shot at the tree, but by mistake hit you.",,,SN000684 ; SN000893 ; SN001517
XV000668,kvw,Naida sikeri medi toko bong lepas.,,,I tie the tuak palm with a ladder.,,,SN000685 ; SN001234 ; SN001361
XV000669,kvw,Pei ba gèteng gewak lepaste!,,,Tie up the pig's legs.,,,SN000686
XV000670,kvw,Nea arakes lepeli.,,,My mother is winnowing rice grain.,,,SN000687
XV000671,kvw,Gambar tembok lepidaki.,,,The picture is stuck to the wall.,,,SN000688
XV000672,kvw,Neta gambar medi tembok lepidaki.,,,I stuck the picture on the wall.,,,SN000688
XV000673,kvw,Pis ba taingte ol pok deing lepramu.,,,"When the mangoes fall to the ground, the children steal them.",,,SN000689 ; SN001313
XV000674,kvw,Ginuku gètatite lomu talepresing,,,There are two people standing and debating with one another.,,,SN000690
XV000675,kvw,"Lomu tètuk tèkoa, gai lepresing.",,,He debates what we are saying.,,,SN000690
XV000676,kvw,"Markus saku gewe lomu lepringte, aning letakèwai.",,,Markus expresses his new idea with the result that people start fighting.,,,SN000691
XV000677,kvw,Dring ba neta ada punak medi lepunak.,,,I'm going to smoke out the bees with smoke.,,,SN000693
XV000678,kvw,Neta gis lepènai.,,,I touch his body.,,,SN000694
XV000679,kvw,leri bal,,,great king,,,SN000695
XV000680,kvw,"Jerigen no seli yona, neta lesai nea medi.",,,"There's a jerry can floating out there, I'm going to swim out to it.",,,SN000696 ; SN001213 ; SN001573 ; SN001611
XV000681,kvw,Ol pok gea lesaing borong.,,,The child really holds his mother dear.,,,SN000697
XV000682,kvw,Neta alesing.,,,I hold you dear.,,,SN000697
XV000683,kvw,Taida mèna mitèko talesaing-saing.,,,We live in the village and so are close with one another.,,,SN000699
XV000684,kvw,Nepa mèna mi gèko lesaku.,,,My father lived in the village until he was old.,,,SN000700
XV000685,kvw,Bong getia lesalte.,,,Just go around that wood.,,,SN000701
XV000686,kvw,Naida Markus lesebi.,,,I asked about Markus,,,SN000702
XV000687,kvw,Naida nèmai galesebi.,,,I came and asked him.,,,SN000703
XV000688,kvw,nèlesiko,,,my vagina,,,SN000706
XV000689,kvw,Saku pok gol deing lesir lemai mèna ba awe.,,,The children of the old man have multipled to fill the village.,,,SN000707
XV000690,kvw,Mei no gèmai mei no leskau.,,,One woman comes and hugs another.,,,SN000708 ; SN000821
XV000691,kvw,Neta surat nepa lesoi.,,,I sent my father a letter.,,,SN000709
XV000692,kvw,Neta surat medi nepa lesoia.,,,I sent my father a letter.,,,SN000709
XV000693,kvw,Naida tifi lesum.,,,I'm watching tv.,,,SN000710
XV000694,kvw,Pok lesumar.,,,That's a bit strange.,,,SN000711
XV000695,kvw,Ol pok nemira lesus.,,,The child makes my heart ache (lit. my heart is in hardship on account of the child).,,,SN000712
XV000696,kvw,Arakes uli atoku ba lesèweri.,,,The rice spilt and scattered over the ground.,,,SN000713
XV000697,kvw,Aningkang gèmur lesèweri.,,,The people run scattering all over.,,,SN000714
XV000698,kvw,Nèwamal ba lesèweri.,,,My thoughts are all over the place.,,,SN000715
XV000699,kvw,Nalesèweri.,,,I am all over the place (mentally).,,,SN000715
XV000700,kvw,Pis ba wor letaing lèmang tèmes lai.,,,The mango fell onto the stone such that it is completely bruised.,,,SN000717 ; SN001424
XV000701,kvw,Markus gai pisi gètaing gèsir Andreas letaing.,,,Markus drops down the mango to Andreas.,,,SN000717 ; SN001316
XV000702,kvw,wir letaing,,,crush candlenuts,,,SN000718 ; SN001526
XV000703,kvw,pèter letaing,,,crush jagung,,,SN000718
XV000704,kvw,Sèmu ba letaingsi medi abeli sèni.,,,Flatten that bamboo so as to use it to weave some wall sheets.,,,SN000719 ; SN001284
XV000705,kvw,"Neta gèmak seiba, gai letaing.",,,I ask him and he responds.,,,SN000720 ; SN000805
XV000706,kvw,Gai nelomu letaing.,,,He responded to my words.,,,SN000720 ; SN000753
XV000707,kvw,Sakapul gèsir yel ba leter lai.,,,The clouds descended and obscured the way.,,,SN000722 ; SN001194 ; SN001595
XV000708,kvw,Teta te medi Timor letomu.,,,We paddled in the direction to Timor.,,,SN000723 ; SN000820 ; SN001342
XV000709,kvw,Gai gèpai letèbel poko.,,,He did it a little wrong.,,,SN000724
XV000710,kvw,Keng ba medi atoku letèlerite.,,,Spread out the cloth on the ground.,,,SN000725
XV000711,kvw,Eta mede keng medi ong mai meda letèlerite.,,,"Get the tablecloth, bring it here and spread it on the table.",,,SN000725 ; SN001546
XV000712,kvw,Neta ol pok leuring.,,,I spat on the child.,,,SN000726
XV000713,kvw,Ol pok no guing kèra ong naleuring.,,,The child spat spit at me.,,,SN000726 ; SN001452
XV000714,kvw,Naida purmi pei lewaka.,,,I guard against pigs in the garden.,,,SN000727
XV000715,kvw,Gai wota lewakar.,,,He climbed the coconut tree.,,,SN000728 ; SN001555
XV000716,kvw,ol leweng,,,womb (lit. child's place),,,SN000732
XV000717,kvw,neleweng,,,my spot,,,SN000732
XV000718,kvw,Jaket ba geleweng milakal.,,,The jacket is hanging on its spot.,,,SN000732
XV000719,kvw,Gènuku lomu talewesi nanu.,,,The two of them are talking but they are not listening to one another.,,,SN000733
XV000720,kvw,Keng badu ba getia eta leudileite.,,,Dry those clothes there off.,,,SN000734
XV000721,kvw,Neta uteng leuli.,,,I water the vegetables.,,,SN000735 ; SN001470
XV000722,kvw,Aning yoku gai talewur gèwai gèmai.,,,Two people bump each other back and forth.,,,SN000736 ; SN001478
XV000723,kvw,Geta leyar.,,,He told a story.,,,SN000737
XV000724,kvw,Netamu asing laar.,,,My grandmother told a story.,,,SN000737
XV000725,kvw,Naida Benny leyer nèko.,,,I was laughing at Benny.,,,SN000738
XV000726,kvw,Neta loko tei.,,,I'm digging a hole.,,,SN000740
XV000727,kvw,elokomang,,,your head,,,SN000741
XV000728,kvw,Teya yel lor gèlol.,,,We follow the path that is straight.,,,SN000742 ; SN000758
XV000729,kvw,Eya tetènar tènusar gèlol kana.,,,You go and follow the teaching.,,,SN000743 ; SN001430
XV000730,kvw,Aya ba kèdar gèlol sik gèko.,,,Rain runs through the hole and drips inside constantly.,,,SN000744 ; SN001230
XV000731,kvw,Tèmidi lol ayang letèmitite lomu tètuk.,,,We go up and sit out on the altar then discuss.,,,SN000745 ; SN000756
XV000732,kvw,Tetamu tèlol lailol.,,,Grandmother visits us.,,,SN000746
XV000733,kvw,"Eta tèlol waite, gèwai takèwai.",,,"Calm everyone down, they are going to go and fight.",,,SN000747 ; SN001298
XV000734,kvw,Nea gai ol pok deing mada lumaka lomu.,,,My mother speaks gently to the children.,,,SN000750 ; SN000799
XV000735,kvw,Nepa gai lomu iko no medi wanènir getia.,,,My father gave me a caution (reminded me to be cautious).,,,SN000754
XV000736,kvw,lor kana,,,now correct,,,SN000759
XV000737,kvw,Lora taipe?,,,"It's a message, correct?",,,SN000760 ; SN001319
XV000738,kvw,"Lor no netèmea, lomu epa gèdai ge.",,,I heard a message that your dad is coming.,,,SN000760 ; SN001422
XV000739,kvw,Nepa lor tomu bisara.,,,My father speaks truthfully.,,,SN000761
XV000740,kvw,Yaida loro tomu gèpai.,,,"You work honestly (i.e., do what you say).",,,SN000761 ; SN001580
XV000741,kvw,Wota bong ba lorowaka bala.,,,Coconut trees have lots of lizards.,,,SN000762
XV000742,kvw,Balon tèbutil gèwai lot kana.,,,The balloon has already floated far away.,,,SN000763 ; SN001477
XV000743,kvw,Lotiber mami wala.,,,Quails lay their eggs on the ground.,,,SN000764 ; SN001488
XV000744,kvw,Guru ba lotor medi nèpoing.,,,The teacher hit me with rattan.,,,SN000765 ; SN001126
XV000745,kvw,Neta lawakar kèpe lewengte.,,,I was looking for rattan vines.,,,SN000766
XV000746,kvw,Ol pok lowakar bika.,,,The child is a liar.,,,SN000767
XV000747,kvw,eluaser,,,your forehead,,,SN000768
XV000748,kvw,luku borong,,,very deep,,,SN000769
XV000749,kvw,Ada ba lus kana.,,,The fire is burning.,,,SN000770
XV000750,kvw,Ol poko deing mercun ba takte lus mèdal.,,,The children set off fireworks and they went up brightly.,,,SN000771
XV000751,kvw,Nailèbub.,,,I'm feverish.,,,SN000772
XV000752,kvw,"Saku pok ayang kidite, gèwai kamarsa lèkukte.",,,"The person is very tall, so he has to bend over before going into a room.",,,SN000775 ; SN001189
XV000753,kvw,"Lèmi no gèwelak, lèmi no gèdir.",,,A man turns and sees another man.,,,SN000780 ; SN001510
XV000754,kvw,se lèmi,,,rooster (male chicken),,,SN000781 ; SN001208
XV000755,kvw,nelèmi,,,my husband,,,SN000782
XV000756,kvw,Trongte lèmu?,,,How did you get wounded?,,,SN000783 ; SN001372
XV000757,kvw,Pei ba sèki gèmangtaingte lèmua.,,,"The arrow struck the pig, and it was wounded.",,,SN000783 ; SN000810
XV000758,kvw,sobo lèmukul,,,long house,,,SN000784
XV000759,kvw,Mami tèmiti.,,,We sit on the ground.,,,SN000790
XV000760,kvw,Lèmi pok mami kum gèmit.,,,The boy sits curled up on the ground.,,,SN000790
XV000761,kvw,Kèlal gèma kang.,,,The gong has a nice sound.,,,SN000791
XV000762,kvw,Ama sèning!,,,Don't make a sound!,,,SN000792
XV000763,kvw,Se adol oba gèma gètati.,,,The birds gave voice.,,,SN000793 ; SN001210
XV000764,kvw,Ma lèle gèwarite medi bong ayang legeti.,,,The pot is turned upside down and then placed on top of the stump.,,,SN000794 ; SN001497
XV000765,kvw,Tea ma pus teisi lèle gèpai.,,,We're going to dig up clay to make pots.,,,SN000795 ; SN001347
XV000766,kvw,Wai mada ba de wolar.,,,The goat's meat is still raw.,,,SN000796 ; SN001537
XV000767,kvw,Pei mada gis ba tèdete.,,,Chop up the pig meat!,,,SN000796 ; SN001346 ; SN001401
XV000768,kvw,Nea mada ira kana.,,,My mother has prepared food.,,,SN000798
XV000769,kvw,Mademang wasi,,,person from Mademang,,,SN000801
XV000770,kvw,Nakara Mademang kot gèyakal bèlebel.,,,"In the past, Mademang had a stone wall built up around it.",,,SN000801 ; SN001583
XV000771,kvw,Aya mai.,,,It's raining.,,,SN000803
XV000772,kvw,Yèmai.,,,You come.,,,SN000804
XV000773,kvw,Malkori oba gelokmana pèlita.,,,This monkey had a pointy head.,,,SN000808 ; SN001172
XV000774,kvw,Eta upa tuk no medi ol pok mamte.,,,Give the child a piece of sugarcane to chew.,,,SN000809 ; SN001380 ; SN001380 ; SN001464
XV000775,kvw,Gèteng ba kinai gèmangtaing,,,The knife came into contact with his hand.,,,SN000810
XV000776,kvw,Jepitan ba kèpe gèmangtaing lakal.,,,That peg is fastened on the rope.,,,SN000811
XV000777,kvw,Nèmeiner api seri gèmangtaing.,,,A fish bone is stuck in my throat.,,,SN000811 ; SN000824
XV000778,kvw,Mas ba sok gèmidi ayang kana.,,,That betel vine has already crept up to a height.,,,SN000812 ; SN001264
XV000779,kvw,Mede no lekèbaba gawi.,,,A table is covered completely.,,,SN000816
XV000780,kvw,Pède pilit motumo mina medi!,,,Take the sharp machete that is beneath!,,,SN000817 ; SN000910
XV000781,kvw,Neta yal modo suak medi.,,,I cast a net to catch prawns.,,,SN000817 ; SN000898 ; SN001274 ; SN001585
XV000782,kvw,kutual mei,,,female dog,,,SN000822
XV000783,kvw,nemei,,,my wife,,,SN000823
XV000784,kvw,Mei poko pèpu gèmeing wali.,,,The woman wears a necklace around her neck.,,,SN000825
XV000785,kvw,Tèmeing ser.,,,We are thirsty.,,,SN000826
XV000786,kvw,Kutual gèmeing ser.,,,The dog is thirsty.,,,SN000826
XV000787,kvw,Neta ameing tèdeing.,,,I cause grief for you.,,,SN000827
XV000788,kvw,tèmeinuk,,,nape of our necks,,,SN000828
XV000789,kvw,Meke gewe mèdal gèko.,,,Lightning is flashing continually.,,,SN000829 ; SN000934
XV000790,kvw,Idenglesa teta saliat gèmekeng.,,,We raise the flag in the morning.,,,SN000831 ; SN001190 ; SN001201
XV000791,kvw,Mel genanal oba?,,,Whose stuffis this?,,,SN000832
XV000792,kvw,Naida melena,,,I am scared.,,,SN000833
XV000793,kvw,Nepede ba melena.,,,My machete is scary.,,,SN000834
XV000794,kvw,Nepa gai gèmeleng.,,,My father scolded him.,,,SN000835
XV000795,kvw,Kandera mes pèdik no gèwai.,,,Slide that chair away a bit.,,,SN000836
XV000796,kvw,Ol pok nètal ba mikui.,,,The child farted into my lap.,,,SN000838 ; SN000863 ; SN001329
XV000797,kvw,Naida wei midudung.,,,I coughed out blood.,,,SN000839 ; SN000858
XV000798,kvw,Wei minèket.,,,I shat out blood.,,,SN000839 ; SN000844
XV000799,kvw,Ol poko deing lailol midiakal poka.,,,The children walk a little faster.,,,SN000840
XV000800,kvw,"Yel ba migèpai po, tèpur miboli.",,,"The road was repaired, but it's even worse.",,,SN000840 ; SN001435
XV000801,kvw,Neta pèter mada mimada.,,,"I warm up the rice (lit., cook again).",,,SN000841 ; SN000869
XV000802,kvw,"Pur ba ta kangpo, tème de kur naungte nea gea war mitaa.",,,"My garden was planted, but some (plants) didn't grow so my mother went and planted them again.",,,SN000841 ; SN000888 ; SN001421
XV000803,kvw,Nea gai mèna mi nyaisir.,,,My mother gave birth to us in the village.,,,SN000843 ; SN001246
XV000804,kvw,Yulia saku ba ol pulerte sob mira migèko.,,,"Yulia has a small infant, so she just stays at home.",,,SN000845 ; SN001059 ; SN001150
XV000805,kvw,Wai ba deina oku pèdakar migèko.,,,The goats live on the high open plains.,,,SN000845 ; SN001051
XV000806,kvw,Akamau mede apa migèmita.,,,The cat sits under the table.,,,SN000846
XV000807,kvw,David gai gèpai minèsorong.,,,David makes me even more angry.,,,SN000847
XV000808,kvw,Bong tu no pur tèting migètati.,,,Three trees stand in a garden.,,,SN000848
XV000809,kvw,Tèbaku ba gèbir mira migètati.,,,There's a cigarette sticking out of his mouth.,,,SN000849 ; SN001394
XV000810,kvw,Naida sobo gèbar minuing.,,,I hide at the back of the house.,,,SN000850
XV000811,kvw,Neta ol pok ba medi sobo gèbar miguing.,,,I hide the child at the back of the house.,,,SN000851 ; SN001258
XV000812,kvw,Neta sèsau ba no kamar miguing.,,,I hide the moko in the room.,,,SN000851
XV000813,kvw,"Nemei ba dalangte, pur migèwai nanu.",,,My wife is lazy so doesn't go to the garden.,,,SN000852
XV000814,kvw,Tadi mitèwari.,,,We will join in.,,,SN000853 ; SN001304
XV000815,kvw,Wei minèwit.,,,I wee out blood.,,,SN000854
XV000816,kvw,Bong ba getia uderte mèna tèmidi.,,,Carry that wood that is lying there and then we will go up to the village.,,,SN000857 ; SN001448
XV000817,kvw,Neta sèpir ba migi mekeng gèdai poka.,,,Pull the boat up a bit.,,,SN000859
XV000818,kvw,Mèleng ol pok nètal ba migekui.,,,In the night the child farted on my lap.,,,SN000863
XV000819,kvw,Eta wor ba milaka.,,,Lift up the stone a little way.,,,SN000864
XV000820,kvw,Keng ba geleweng milakal.,,,The cloth is hanging on its hook.,,,SN000865
XV000821,kvw,Ol pok gai gea milakal gèwaia.,,,The child chased off its mother.,,,SN000866
XV000822,kvw,Eta sekoka milakala.,,,You chase off the chicken.,,,SN000866
XV000823,kvw,Eta milel medisi emula gèdirte.,,,Get the mirror and look at your face.,,,SN000867 ; SN000918
XV000824,kvw,Eta pur ba mimedite.,,,I've cleaned out the garden.,,,SN000870
XV000825,kvw,Naida wei mimèkor.,,,I vomited out blood.,,,SN000871
XV000826,kvw,Nea minaung.,,,My mother disappeared.,,,SN000872
XV000827,kvw,Nea gèmur minaung.,,,My mother ran off and disappeared.,,,SN000872
XV000828,kvw,Omina sari minaung.,,,There are no dugongs here.,,,SN000873 ; SN001206
XV000829,kvw,Peitok mèna ba ino ou ming naung.,,,Now there is no granary in Peitoko.,,,SN000874 ; SN001074
XV000830,kvw,Pita ba lilin getèting-tèting mipas geti.,,,The ribbon is tied right around the middle of the candle.,,,SN000875
XV000831,kvw,Tèteng mipènai gèko,,,We shake each others' hands continuously.,,,SN000876
XV000832,kvw,sobo mira,,,inside the house,,,SN000877
XV000833,kvw,emira,,,your heart,,,SN000878
XV000834,kvw,Nemira mèdit borong.,,,I am sick at heart.,,,SN000878
XV000835,kvw,Gemira mèli,,,He is happy.,,,SN000879
XV000836,kvw,"Aida tèmarang lailol pangpo, emira turte ako.",,,"You were going to go along, but you were sad and so stayed.",,,SN000880
XV000837,kvw,Munu gai ira misai diakal borong.,,,The snake swims in the water very fast.,,,SN000881
XV000838,kvw,Wor so tèma miseli.,,,A volcanic stone is floating on the sea.,,,SN000882 ; SN001554
XV000839,kvw,Sèki ba pisi misuaka gètati.,,,The arrow stands skewered in the mango.,,,SN000884 ; SN001253
XV000840,kvw,Taida misus.,,,We are experiencing more hardship.,,,SN000885
XV000841,kvw,Amit!,,,Sit!,,,SN000886
XV000842,kvw,De gèmita.,,,He is still sitting.,,,SN000886
XV000843,kvw,Mede gèmita lepute.,,,Wipe the table that's there.,,,SN000887
XV000844,kvw,Ameng topol tewak mita.,,,The shoots of kunai grass pierce the feet.,,,SN000889
XV000845,kvw,Kutual ba ira ko mitaingte ires lai.,,,The dog fell into the pond and got totally wet.,,,SN000890
XV000846,kvw,Naida nea basarte Markus mitaiteng.,,,I go to the market and meet with Markus.,,,SN000891
XV000847,kvw,Atoku ba geyar getimo.,,,The border between the land lies over there.,,,SN000895 ; SN001588
XV000848,kvw,Pètori ma lèle mingmo.,,,There's boiled corn in the pot.,,,SN000895 ; SN001186
XV000849,kvw,Ota bong ba modo.,,,The coconut tree fell over.,,,SN000896
XV000850,kvw,modo boli,,,can't be thrown out,,,SN000897
XV000851,kvw,Gadi modo!,,,Leave him behind!,,,SN000899
XV000852,kvw,Nèmoi nèbarang mèdit borong.,,,My shoulders hurt.,,,SN000900
XV000853,kvw,Amoi abarang mèdit?,,,Do your shoulders hurt?,,,SN000900
